30,0.01,1
2524,0.01,1
1960,0.01,1
3874,0.01,1
3817,0.01,1
2019,0.01,1
2444,0.01,1
2477,0.01,1
2509,0.01,1
1969,0.01,1
1788,0.01,1
3361,0.01,1
2035,0.01,1
2000,0.01,1
1911,0.01,1
1985,0.01,1
2474,0.01,1
2611,0.01,1
1986,0.01,1
2785,0.01,1
884,0.01,1
3046,0.01,1
3579,0.01,1
1987,0.01,1
2911,0.01,1
3093,0.01,1
2626,0.01,1
3691,0.01,1
1520,0.01,1
2013,0.01,1
1925,0.01,1
1916,0.01,1
2520,0.01,1
3041,0.01,1
2011,0.01,1
2337,0.01,1
1978,0.01,1
2082,0.01,1
2156,0.01,1
3362,0.01,1
2571,0.01,1
2036,0.01,1
2020,0.01,1
3360,0.01,1
2573,0.01,1
2676,0.01,2
2663,0.01,2
635,0.01,2
2725,0.01,2
2730,0.01,2
534,0.01,2
611,0.01,2
629,0.01,2
604,0.01,2
2889,0.01,2
2751,0.01,2
2655,0.01,2
626,0.01,2
712,0.01,2
525,0.01,2
3852,0.01,2
522,0.01,2
4368,0.01,2
591,0.01,2
4361,0.01,2
1890,0.01,2
3657,0.01,2
3037,0.01,2
749,0.01,2
578,0.01,2
2906,0.01,2
4366,0.01,2
3659,0.01,2
3035,0.01,2
593,0.01,2
2713,0.01,2
4407,0.01,2
1876,0.01,2
2727,0.01,2
754,0.01,2
716,0.01,2
547,0.01,2
592,0.01,2
2749,0.01,2
1886,0.01,2
3655,0.01,2
1884,0.01,2
713,0.01,2
507,0.01,2
2680,0.01,2
3020,0.01,2
620,0.01,2
1394,0.01,3
4350,0.01,3
2204,0.01,3
2434,0.01,3
949,0.01,3
1691,0.01,3
3353,0.01,3
3380,0.01,3
4071,0.01,3
974,0.01,3
2318,0.01,3
3830,0.01,3
839,0.01,3
3838,0.01,3
690,0.01,3
684,0.01,3
976,0.01,3
1383,0.01,3
1041,0.01,3
11,0.01,3
2354,0.01,3
4076,0.01,3
4376,0.01,3
2357,0.01,3
3322,0.01,3
967,0.01,3
4383,0.01,3
817,0.01,3
2201,0.01,3
2432,0.01,3
765,0.01,3
823,0.01,3
815,0.01,3
857,0.01,3
3382,0.01,3
3356,0.01,3
847,0.01,3
827,0.01,3
2231,0.01,3
894,0.01,3
2778,0.01,3
2433,0.01,3
3809,0.01,3
939,0.01,3
3787,0.01,3
849,0.01,3
903,0.01,3
886,0.01,3
1601,0.01,3
766,0.01,3
2316,0.01,3
688,0.01,3
2073,0.01,3
990,0.01,3
2317,0.01,3
1312,0.01,3
2258,0.01,3
1104,0.01,3
791,0.01,3
1686,0.01,3
998,0.01,3
4314,0.01,3
852,0.01,3
473,0.01,3
4315,0.01,3
3190,0.01,3
4322,0.01,3
4377,0.01,3
4325,0.01,3
3749,0.01,4
1276,0.01,4
4421,0.01,4
3814,0.01,4
3862,0.01,4
1227,0.01,4
5330,0.01,4
1741,0.01,4
1518,0.01,4
3885,0.01,4
682,0.01,4
4117,0.01,4
2442,0.01,4
4346,0.01,4
4082,0.01,4
2261,0.01,4
659,0.01,4
3074,0.01,4
1361,0.01,4
423,0.01,4
3038,0.01,4
910,0.01,4
1112,0.01,4
501,0.01,4
1130,0.01,4
1364,0.01,4
2127,0.01,4
1838,0.01,4
4557,0.01,4
1113,0.01,4
1043,0.01,4
2075,0.01,4
1627,0.01,4
3867,0.01,4
4294,0.01,4
221,0.01,4
2332,0.01,4
1111,0.01,4
2508,0.01,4
1669,0.01,4
1536,0.01,4
673,0.01,4
2206,0.01,4
104,0.01,4
3753,0.01,4
417,0.01,4
1296,0.01,4
3188,0.01,4
3870,0.01,4
3050,0.01,4
419,0.01,4
2398,0.01,4
1294,0.01,4
1282,0.01,4
3878,0.01,4
1135,0.01,4
4342,0.01,4
1117,0.01,4
1625,0.01,4
1521,0.01,4
61,0.01,4
4888,0.01,4
1852,0.01,4
3680,0.01,4
421,0.01,4
2362,0.01,4
3315,0.01,5
3398,0.01,5
3960,0.01,5
2953,0.01,5
1534,0.01,5
4692,0.01,5
386,0.01,5
2963,0.01,5
1713,0.01,5
2129,0.01,5
2830,0.01,5
374,0.01,5
5488,0.01,5
3289,0.01,5
1755,0.01,5
3769,0.01,5
1567,0.01,5
5842,0.01,5
4054,0.01,5
2496,0.01,5
4221,0.01,5
4673,0.01,5
156,0.01,5
1453,0.01,5
4765,0.01,5
5185,0.01,5
4188,0.01,5
2344,0.01,5
3316,0.01,5
1324,0.01,5
3964,0.01,5
1704,0.01,5
1299,0.01,5
1797,0.01,5
448,0.01,5
4495,0.01,5
3287,0.01,5
2209,0.01,5
4271,0.01,5
4441,0.01,5
351,0.01,5
179,0.01,5
67,0.01,5
2814,0.01,5
364,0.01,5
5216,0.01,5
1847,0.01,5
5594,0.01,5
1370,0.01,5
3244,0.01,5
139,0.01,5
563,0.01,5
4795,0.01,5
1586,0.01,5
3962,0.01,5
2346,0.01,5
4038,0.01,5
5509,0.01,5
3282,0.01,5
2116,0.01,5
132,0.01,5
3469,0.01,5
2769,0.01,5
1138,0.01,5
3920,0.01,5
1460,0.01,5
1480,0.01,5
155,0.01,5
2113,0.01,5
5102,0.01,5
143,0.01,5
4993,0.01,5
4949,0.01,5
4969,0.01,5
5757,0.01,5
5047,0.01,5
2772,0.01,5
2188,0.01,5
3537,0.01,5
6,0.01,5
180,0.01,5
490,0.01,5
129,0.01,5
1259,0.01,5
5623,0.01,5
4001,0.01,5
8,0.01,5
1238,0.01,5
1301,0.01,5
1085,0.01,5
5242,0.01,5
1679,0.01,5
185,0.01,5
3484,0.01,5
4040,0.01,5
363,0.01,5
4029,0.01,5
3422,0.01,5
1531,0.01,5
3263,0.01,5
3938,0.01,5
4442,0.01,5
3268,0.01,5
1508,0.01,5
1153,0.01,5
5829,0.01,5
4244,0.01,5
4451,0.01,5
3435,0.01,5
252,0.01,5
1522,0.01,5
3941,0.01,5
3284,0.01,5
3391,0.01,5
3763,0.01,5
199,0.01,5
2982,0.01,5
4282,0.01,5
4039,0.01,5
5355,0.01,5
4182,0.01,5
5573,0.01,5
4555,0.01,5
3276,0.01,5
375,0.01,5
5272,0.01,5
4252,0.01,5
95,0.01,5
4223,0.01,5
4887,0.01,5
2974,0.01,5
1451,0.01,5
54,0.01,5
1088,0.01,5
5234,0.01,5
3489,0.01,5
4019,0.01,5
333,0.01,5
2308,0.01,5
3175,0.01,5
5548,0.01,5
4476,0.01,5
3420,0.01,5
